"totalcheckouts","title","author","callnumber","lastcheckoutdate","itypecode","locationcode"
"25","Long shot","","|aDVD L COMEDY","2020-01-14 10:48:50-06",12,"advdf"
"25","Long shot","","|aDVD L COMEDY","2020-01-18 17:36:48-06",12,"advdf"
"25","Blood","","|aBLO","2019-12-12 17:47:11-06",12,"advv "
"25","Gunpowder","","|aGUN","2019-11-29 15:37:40-06",12,"advv "
"25","Family","","|aDVD F COMEDY","2020-01-25 17:10:11-06",12,"advdf"
"25","Five feet apart.","","|aDVD F DRAMA","2020-01-20 14:37:08-06",12,"advdf"
"25","Okko's Inn.","","|aOKK","2020-01-02 19:56:03-06",12,"adva "
"25","Killers anonymous.","","|aDVD K ACTION/ADVENTURE","2020-01-14 16:45:20-06",12,"advdf"
"25","The white crow","","|aDVD W DRAMA","2020-01-23 16:21:50-06",23,"advh "
"25","Ma","","|aDVD M HORROR","2020-01-23 12:19:10-06",12,"advdf"
"25","Super Mario 64 DS.","","|aNINTENDO DS-S","2020-01-10 14:53:16-06",45,"jvg  "
"25","Smallfoot","","|aDVD S","2020-01-10 10:10:32-06",38,"jdvdf"
"25","Long shot","","|aDVD L COMEDY","2020-01-13 11:37:17-06",12,"advdf"
"25","Batman. Hush","","|aBLU-RAY B SF/FANTASY","2020-01-14 16:03:18-06",12,"abdf "
"25","Tolkien","","|aBLU-RAY T DRAMA","2020-01-23 12:32:01-06",12,"abdf "
"25","Acts of violence","","|aDVD A ACTION/ADVENTURE","2020-01-24 18:37:13-06",12,"advdf"
"25","No manches Frida 2.","","|aDVD N WORLD (SPANISH)","2020-01-17 17:14:48-06",12,"advdf"
"25","Time & again.","","|aDVD T WORLD (TAGALOG)","2020-01-17 16:11:25-06",12,"advdf"
"25","Brockmire. The complete first season","","|aBRO SEASON 1","2020-01-18 10:48:35-06",12,"advv "
"25","Sauvage/wild.","","|aDVD S WORLD (FRENCH)","2020-01-25 13:14:17-06",12,"advdf"
"25","American gods. Season two.","","|aAME SEASON 2","2019-12-27 16:09:59-06",12,"abdv "
"25","Nekrotronic.","","|aDVD N HORROR","2020-01-23 13:57:32-06",12,"advdf"
"25","Godzilla : king of the monsters","","|aDVD G SF/FANTASY","2020-01-22 12:15:10-06",23,"advh "
"25","No surrender.","","|aDVD N ACTION/ADVENTURE","2019-12-27 14:51:17-06",12,"advdf"
"25","Brightburn","","|aDVD B HORROR","2020-01-12 15:35:04-06",23,"advh "
"25","Framed for murder : a fixer upper mystery","","|aFRA","2020-01-10 16:11:08-06",12,"advv "
"25","In search of greatness","","|a796.0922 I","2020-01-02 13:43:49-06",13,"advdn"
"25","The Mueller investigation.","","|a324.9730932 M","2019-12-28 10:31:53-06",13,"advdn"
"25","London kills. Series 1.","","|aLON SERIES 1","2020-01-02 15:32:06-06",12,"advv "
"25","Apollo 11","","|a629.454 A","2020-01-14 16:44:41-06",13,"advdn"
"25","Tolkien","","|aDVD T DRAMA","2020-01-04 14:22:33-06",12,"advdf"
"25","Brightburn","","|aDVD B HORROR","2020-01-22 18:54:30-06",12,"advdf"
"25","The last black man in San Francisco.","","|aDVD L DRAMA","2020-01-27 20:02:11-06",12,"advdf"
"25","The last black man in San Francisco.","","|aDVD L DRAMA","2020-01-21 11:17:42-06",23,"advh "
"25","Bohemian Rhapsody","","|aDVD B DRAMA","2020-01-13 15:38:48-06",12,"advdf"
"25","Mortal kombat 11","","|aPLAYSTATION 4-M","2020-01-17 16:13:49-06",24,"avg  "
"25","Godzilla : king of the monsters","","|aDVD G SF/FANTASY","2020-01-05 13:59:36-06",12,"advdf"
"25","Pokémon : let's go Pikachu!.","","|aNINTENDO SWITCH-P","2020-01-09 16:20:41-06",45,"jvg  "
"25","The intruder","","|aDVD I DRAMA","2020-01-27 12:15:55-06",12,"advdf"
"25","The man who killed Don Quixote","","|aBLU-RAY M ACTION/ADVENTURE","2020-01-09 18:38:55-06",12,"abdf "
"25","Saint Judy","","|aDVD S DRAMA","2019-12-28 12:45:09-06",23,"advh "
"25","The best of enemies","","|aBLU-RAY B DRAMA","2020-01-17 14:43:15-06",12,"abdf "
"25","Transit","","|aBLU-RAY T WORLD (MULTILINGUAL)","2020-01-13 09:06:56-06",12,"abdf "
"25","Missing link","","|aDVD M","2020-01-23 16:23:21-06",40,"jdvh "
"25","Brexit : the uncivil war.","","|aBRE","2020-01-02 20:10:34-06",12,"advv "
"25","Godzilla : king of the monsters","","|aDVD G SF/FANTASY","2019-12-27 15:40:32-06",12,"advdf"
"25","El chicano","","|aBLU-RAY C ACTION/ADVENTURE","2019-12-27 18:49:27-06",12,"abdf "
"25","Endeavour. The complete sixth season","","|aEND SEASON 6","2020-01-10 09:47:41-06",12,"advv "
"25","SPL Lab Tech","","|aXbox One Controller GAM04-B","2019-12-13 16:08:21-06",55,"jlte "
"25","Isn't it romantic","","|aDVD I COMEDY","2020-01-07 09:43:37-06",12,"advdf"
"25","The intruder","","|aDVD I DRAMA","2020-01-12 16:21:13-06",12,"advdf"
"25","Mrs. Wilson","","|aMRS","2019-12-20 14:14:11-06",12,"advv "
"25","Pixar short films collection. Volume 3.","","|aDVD DIS","2020-01-13 11:14:19-06",38,"jdvdf"
"25","All is true.","","|aBLU-RAY A DRAMA","2020-01-16 13:13:10-06",23,"abhp "
"25","Breakthrough","","|aDVD B DRAMA","2019-12-27 14:25:47-06",23,"advh "
"25","The hustle","","|aDVD H COMEDY","2020-01-21 15:42:30-06",23,"advh "
"25","The hustle","","|aDVD H COMEDY","2020-01-18 16:24:43-06",23,"advh "
"25","Gotham. The fifth and final season.","","|aGOT SEASON 5","2020-01-21 14:08:35-06",12,"advv "
"25","Godzilla : king of the monsters","","|aBLU-RAY G SF/FANTASY","2020-01-08 20:46:59-06",12,"abdf "
"25","The hustle","","|aDVD H COMEDY","2020-01-16 16:31:27-06",23,"advh "
"25","La vida misma = Life itself","","|aDVD V WORLD (SPANISH)","2019-12-12 14:02:56-06",12,"advdf"
"25","The hustle","","|aDVD H COMEDY","2020-01-18 10:01:19-06",23,"advh "
"25","Ma","","|aDVD M HORROR","2020-01-24 09:35:23-06",12,"advdf"
"25","Grantchester. Season 4.","","|aGRA SEASON 4","2019-12-21 11:52:11-06",12,"abdv "
"25","Avengers. Endgame.","","|aBLU-RAY A ACTION/ADVENTURE","2020-01-16 11:32:45-06",12,"abdf "
"25","Amazing grace","","|a782.254 FRA","2020-01-20 15:26:20-06",13,"advdn"
"25","Breakthrough","","|aBLU-RAY B DRAMA","2020-01-09 17:40:36-06",12,"abdf "
"25","The assault.","","|aDVD A ACTION/ADVENTURE","2020-01-13 19:25:49-06",12,"advdf"
"25","High life","","|aBLU-RAY H SF/FANTASY","2019-12-21 16:36:12-06",23,"abhp "
"25","Amazing grace","","|a782.254 FRA","2020-01-14 16:24:00-06",23,"advh "
"25","Rocketman","","|aDVD R DRAMA","2020-01-15 15:59:51-06",12,"advdf"
"25","Rocketman","","|aDVD R DRAMA","2020-01-21 13:05:25-06",23,"advh "
"25","The great Buster : a celebration","","|a791.43028 K25gr","2019-12-26 13:01:36-06",13,"advdn"
"25","Everybody knows","","|aBLU-RAY E WORLD (SPANISH)","2019-12-19 15:57:04-06",12,"abdf "
"25","X-Men. Dark Phoenix","","|aBLU-RAY X SF/FANTASY","2020-01-18 13:34:38-06",12,"abdf "
"25","Ye Wen wai zhuan : Zhang Tianzhi = Master Z : the Ip legacy","","|aDVD M WORLD (CHINESE)","2020-01-26 14:31:21-06",12,"advdf"
"25","Charlie says","","|aDVD C DRAMA","2020-01-17 16:13:37-06",12,"advdf"
"25","The flash. The complete fifth season","","|aFLA SEASON 5","2020-01-12 13:24:25-06",12,"advv "
"25","Missing link","","|aDVD M","2020-01-18 12:17:18-06",40,"jdvh "
"25","The hustle","","|aBLU-RAY H COMEDY","2020-01-16 17:01:42-06",12,"abdf "
"25","Bratz.","","|aDVD B","2020-01-10 20:40:51-06",38,"jdvdf"
"25","Dumbo","","|aDVD D","2020-01-20 11:56:17-06",38,"jdvdf"
"25","Hotel Mumbai","","|aDVD H DRAMA","2019-12-31 09:05:07-06",12,"advdf"
"25","Bratz. Girlz really rock  : a Bratz musical!.","","|aDVD B","2020-01-10 20:41:39-06",38,"jdvdf"
"25","Avengers. Endgame","","|aDVD A ACTION/ADVENTURE","2020-01-23 20:32:50-06",12,"advdf"
"25","Get Shorty. The complete second season","","|aGET SEASON 2","2020-01-21 14:06:40-06",12,"advv "
"25","The dead don't die","","|aDVD D COMEDY","2020-01-29 11:04:40-06",23,"advh "
"25","The curse of La Llorona","","|aBLU-RAY C HORROR","2020-01-24 18:43:24-06",12,"abdf "
"25","Mega Man 11","","|aNINTENDO SWITCH-M","2020-01-03 17:58:29-06",45,"jvg  "
"25","The curse of La Llorona","","|aDVD C HORROR","2020-01-17 14:57:14-06",12,"advdf"
"25","Crazy rich Asians","","|aDVD C COMEDY","2020-01-18 14:04:51-06",12,"advdf"
"25","Maze","","|aDVD M ACTION/ADVENTURE","2020-01-22 17:02:35-06",12,"advdf"
"25","Maze","","|aDVD M ACTION/ADVENTURE","2020-01-26 15:14:01-06",12,"advdf"
"25","Rocket league.","","|aNINTENDO SWITCH-R","2019-12-27 19:31:21-06",45,"jvg  "
"25","High life","","|aBLU-RAY H SF/FANTASY","2020-01-13 12:34:06-06",23,"abhp "
"25","High life","","|aBLU-RAY H SF/FANTASY","2020-01-17 19:22:10-06",12,"abdf "
"25","Killing Eve. Season two","","|aKIL SEASON 2","2020-01-03 16:35:00-06",12,"advv "
"25","High life","","|aBLU-RAY H SF/FANTASY","2019-12-30 20:11:47-06",23,"abhp "
"25","Poms","","|aDVD P COMEDY","2020-01-19 14:50:06-06",12,"advdf"
"25","The brink.","","|a324.9730932 B","2019-12-23 15:53:17-06",13,"advdn"
"25","Poms","","|aDVD P COMEDY","2020-01-20 17:24:10-06",23,"advh "
"25","The cleaning lady.","","|aDVD C HORROR","2020-01-19 12:21:00-06",12,"advdf"
"25","Killing Eve.","","|aKIL SEASON 1","2020-01-04 16:26:10-06",12,"abdv "
"25","The biggest little farm","","|a630 BIG","2020-01-16 20:55:47-06",13,"advdn"
"25","Okko's Inn.","","|aOKK","2020-01-18 12:13:55-06",12,"adva "
"25","The public","","|aBLU-RAY P DRAMA","2020-01-13 19:39:09-06",12,"abdf "
"24","Pokémon Detective Pikachu","","|aDVD P","2020-01-22 16:26:49-06",40,"jdvh "
"24","Drunk parents.","","|aDVD D COMEDY","2019-12-16 11:13:48-06",12,"advdf"
"24","True detective. The complete third season","","|aTRU SEASON 3","2020-01-26 14:07:17-06",12,"advv "
"24","High life","","|aBLU-RAY H SF/FANTASY","2019-12-28 10:31:45-06",12,"abdf "
"24","Marcella. Season two.","","|aMAR SEASON 2","2020-01-07 14:45:34-06",12,"advv "
"24","The best of enemies","","|aDVD B DRAMA","2020-01-20 18:00:12-06",12,"advdf"
"24","Pokémon Detective Pikachu","","|aDVD P","2020-01-05 13:41:03-06",38,"jdvdf"
"24","Pokémon Detective Pikachu","","|aDVD P","2020-01-06 19:40:24-06",38,"jdvdf"
"24","Pokémon Detective Pikachu","","|aDVD P","2020-01-11 17:48:49-06",38,"jdvdf"
"24","The aftermath.","","|aDVD A DRAMA","2020-01-20 14:37:33-06",12,"advdf"
"24","The best of enemies","","|aBLU-RAY B DRAMA","2020-01-09 12:10:19-06",12,"abdf "
"24","Transit","","|aDVD T WORLD (MULTILINGUAL)","2020-01-09 17:04:01-06",12,"advdf"
"24","Pokémon Detective Pikachu","","|aDVD P","2019-12-28 15:35:47-06",38,"jdvdf"
"24","Pokémon Detective Pikachu","","|aBLU-RAY P","2020-01-07 14:34:03-06",40,"jbhp "
"24","The aftermath.","","|aDVD A DRAMA","2019-12-01 14:28:18-06",12,"advdf"
"24","Pokkén tournament DX.","","|aNINTENDO SWITCH-P","2020-01-22 17:41:29-06",45,"jvg  "
"24","Pokkén tournament DX.","","|aNINTENDO SWITCH-P","2020-01-05 15:33:45-06",45,"jvg  "
"24","Ma","","|aDVD M HORROR","2020-01-20 15:44:04-06",23,"advh "
"24","The Mueller investigation.","","|a324.9730932 M","2019-12-11 12:02:33-06",13,"advdn"
"24","Dragged across concrete.","","|aDVD D DRAMA","2020-01-05 12:26:04-06",12,"advdf"
"24","Bohemian Rhapsody","","|aDVD B DRAMA","2020-01-13 12:06:47-06",12,"advdf"
"24","Hellboy","","|aDVD H SF/FANTASY","2019-12-27 18:27:30-06",12,"advdf"
"24","Pokémon : let's go Pikachu!.","","|aNINTENDO SWITCH-P","2020-01-15 12:48:14-06",45,"jvg  "
"24","Hellboy","","|aDVD H SF/FANTASY","2019-12-30 12:40:30-06",12,"advdf"
"24","Dragged across concrete.","","|aDVD D DRAMA","2019-12-28 16:05:27-06",12,"advdf"
"24","Assassin's revenge.","","|aDVD A ACTION/ADVENTURE","2020-01-27 12:15:48-06",12,"advdf"
"24","MIB International","","|aDVD M COMEDY","2020-01-21 12:41:20-06",12,"advdf"
"24","Pet sematary","","|aDVD P HORROR","2020-01-20 14:37:18-06",12,"advdf"
"24","The Kid","","|aDVD K WESTERN","2020-01-13 14:46:49-06",12,"advdf"
"24","The Dick Van Dyke show.","","|aDIC SEASON 5","2020-01-27 14:30:00-06",12,"advv "
"24","Hellboy","","|aBLU-RAY H SF/FANTASY","2020-01-03 13:17:16-06",12,"abdf "
"24","Tolkien","","|aBLU-RAY T DRAMA","2020-01-13 19:02:23-06",12,"abdf "
"24","Titans. The complete first season.","","|aTIT SEASON 1","2020-01-03 14:01:49-06",12,"advv "
"24","A dog's journey.","","|aDVD D DRAMA","2020-01-24 12:58:29-06",12,"advdf"
"24","To dust","","|aDVD T DRAMA","2020-01-13 10:33:04-06",12,"advdf"
"24","Pitching in.","","|aPIT SERIES 1","2020-01-18 14:52:29-06",12,"advv "
"24","Dragon ball super. Part 07.","","|aDRA PART 7","2020-01-17 10:47:47-06",12,"adva "
"24","Teen beach 2","","|aZM DISN TB-2 W49","2020-01-16 20:27:13-06",36,"jcd  "
"24","Finding Josephine","","|aDVD F DRAMA","2019-12-13 13:37:00-06",12,"advdf"
"24","MIB International","","|aDVD M COMEDY","2020-01-11 11:29:00-06",12,"advdf"
"24","T-34","","|aDVD T WORLD (RUSSIAN)","2020-01-05 14:17:21-06",12,"advdf"
"24","Super Mario Maker 2.","","|aNINTENDO SWITCH-S","2020-01-09 17:36:50-06",45,"jvg  "
"24","Alita : battle angel","","|aBLU-RAY A ACTION/ADVENTURE","2020-01-05 14:35:19-06",12,"abdf "
"24","Donkey Kong country : tropical freeze.","","|aNINTENDO SWITCH-D","2020-01-03 20:52:38-06",45,"jvg  "
"24","The white crow","","|aDVD W DRAMA","2020-01-10 14:42:53-06",23,"advh "
"24","Stranger things 2","","|aSTR SEASON 2","2020-01-08 09:36:34-06",12,"advv "
"24","Sun, sand & romance","","|aSUN","2019-12-14 11:13:53-06",12,"advv "
"24","The white crow","","|aDVD W DRAMA","2020-01-18 14:32:11-06",12,"advdf"
"24","7 days to Vegas.","","|aDVD S COMEDY","2020-01-27 09:45:28-06",12,"advdf"
"24","The upside","","|aDVD U COMEDY","2019-12-26 12:33:23-06",12,"advdf"
"24","PAW patrol. Mighty pups","","|aDVD P","2020-01-21 15:31:53-06",38,"bjdvp"
"24","Sonic forces.","","|aNINTENDO SWITCH-S","2020-01-25 14:15:43-06",45,"jvg  "
"24","Sonic mania plus.","","|aNINTENDO SWITCH-S","2020-01-17 14:42:16-06",45,"jvg  "
"24","Smallfoot","","|aDVD S","2020-01-20 16:04:37-06",40,"jdvh "
"24","Snipperclips plus : cut it out, together!","","|aNINTENDO SWITCH-S","2020-01-04 10:20:10-06",45,"jvg  "
"24","MIB International","","|aDVD M COMEDY","2020-01-18 10:01:19-06",23,"advh "
"24","An acceptable loss.","","|aBLU-RAY A DRAMA","2020-01-02 10:46:33-06",12,"abdf "
"24","Alita : battle angel","","|aDVD A ACTION/ADVENTURE","2020-01-13 14:45:53-06",12,"advdf"
"24","MIB International","","|aBLU-RAY M COMEDY","2020-01-22 11:19:13-06",23,"abhp "
"24","The upside","","|aDVD U COMEDY","2020-01-24 10:04:49-06",12,"advdf"
"24","Fast color.","","|aBLU-RAY F SF/FANTASY","2019-12-22 14:20:33-06",23,"abhp "
"24","Lost in space. The complete first season","","|aLOS SEASON 1","2019-12-31 13:00:05-06",12,"advv "
"24","Armstrong","","|a629.450092 ARM","2020-01-03 12:56:42-06",13,"advdn"
"24","The souvenir","","|aDVD S DRAMA","2020-01-10 16:15:08-06",12,"advdf"
"24","On the basis of sex","","|aDVD O DRAMA","2020-01-18 17:36:40-06",12,"advdf"
"24","On the basis of sex","","|aDVD O DRAMA","2020-01-24 12:07:07-06",12,"advdf"
"24","The secret life of pets 2","","|aBLU-RAY S","2020-01-07 15:32:24-06",40,"jbhp "
"24","J.T. LeRoy","","|aDVD J DRAMA","2019-12-13 14:26:14-06",12,"advdf"
"24","The secret life of pets 2","","|aBLU-RAY S","2020-01-27 09:47:23-06",40,"jbhp "
"24","Cold blood","","|aDVD C ACTION/ADVENTURE","2020-01-22 14:56:28-06",12,"advdf"
"24","The public","","|aDVD P DRAMA","2020-01-02 09:50:16-06",23,"advh "
"24","The public","","|aDVD P DRAMA","2019-12-28 09:33:32-06",23,"advh "
"24","MIB International","","|aDVD M COMEDY","2020-01-19 15:59:26-06",12,"advdf"
"24","Climax.","","|aDVD C HORROR","2020-01-21 12:58:36-06",12,"advdf"
"24","A star is born","","|aDVD S DRAMA","2020-01-09 14:20:16-06",12,"advdf"
"24","Long shot","","|aDVD L COMEDY","2020-01-10 16:45:52-06",12,"advdf"
"24","MIB International","","|aDVD M COMEDY","2020-01-18 13:30:55-06",23,"advh "
"24","CTR : Crash team racing : nitro fueled","","|aNINTENDO SWITCH-C","2020-01-18 11:13:18-06",45,"jvg  "
"24","3 faces.","","|aDVD T WORLD (FARSI)","2019-11-30 15:56:34-06",12,"advdf"
"24","Shadow","","|aDVD S WORLD (CHINESE)","2020-01-16 17:30:47-06",12,"advdf"
"24","Fast color.","","|aDVD F SF/FANTASY","2020-01-17 14:12:18-06",12,"advdf"
"24","Shadow","","|aDVD S WORLD (CHINESE)","2020-01-22 10:48:25-06",12,"advdf"
"24","PAW patrol. Brave heroes, big rescues.","","|aDVD P","2020-01-12 17:02:42-06",38,"jdvdp"
"24","Into the badlands. The complete third season.","","|aINT SEASON 3","2020-01-04 15:17:58-06",12,"advv "
"24","Long shot","","|aBLU-RAY L COMEDY","2019-12-30 17:52:44-06",12,"abdf "
"24","The professor","","|aDVD P COMEDY","2019-12-12 12:39:46-06",12,"advdf"
"24","Into the ashes","","|aDVD I ACTION/ADVENTURE","2020-01-27 09:45:20-06",12,"advdf"
"24","Everybody knows","","|aDVD E WORLD (SPANISH)","2020-01-13 14:46:18-06",12,"advdf"
"24","Pet sematary","","|aDVD P HORROR","2019-12-20 18:16:01-06",12,"advdf"
"24","No manches Frida 2.","","|aDVD N WORLD (SPANISH)","2020-01-02 13:09:23-06",12,"advdf"
"24","Everybody knows","","|aBLU-RAY E WORLD (SPANISH)","2019-12-13 10:25:43-06",12,"abdf "
"24","Her smell.","","|aDVD H DRAMA","2020-01-28 13:36:36-06",12,"advdf"
"24","The phenom.","","|aDVD P DRAMA","2019-12-27 18:19:14-06",12,"advdf"
"24","Second act","","|aDVD S COMEDY","2020-01-20 13:06:15-06",12,"advdf"
"24","The other side of everything","","|a949.71 OTH","2020-01-20 20:41:41-06",13,"advdn"
"24","Never look away","","|aBLU-RAY N WORLD (GERMAN)","2019-12-27 12:59:36-06",12,"abdf "
"24","Into the ashes","","|aDVD I ACTION/ADVENTURE","2020-01-20 20:50:56-06",12,"advdf"
"24","Godzilla : king of the monsters","","|aDVD G SF/FANTASY","2020-01-24 11:45:39-06",23,"advh "
"24","Second act","","|aDVD S COMEDY","2020-01-21 10:00:27-06",12,"advdf"
"24","The professor and the madman","","|aDVD P DRAMA","2019-12-19 13:42:02-06",12,"advdf"
"24","Say her name : the life and death of Sandra Bland","","|a363.232 SAY","2019-12-30 13:07:09-06",13,"advdn"
"24","The mule","","|aDVD M DRAMA","2020-01-13 14:35:47-06",12,"advdf"
"24","Screwball","","|a362.29088796 S","2020-01-02 13:43:54-06",13,"advdn"
"24","The mustang","","|aBLU-RAY M DRAMA","2019-11-22 11:31:58-06",12,"abdf "
"24","Nazi overlord","","|aDVD N ACTION/ADVENTURE","2019-12-30 11:04:00-06",12,"advdf"
"24","Saint Judy","","|aDVD S DRAMA","2020-01-06 19:33:28-06",12,"advdf"
"24","Godzilla : king of the monsters","","|aDVD G SF/FANTASY","2020-01-20 20:51:54-06",23,"advh "
"24","Little","","|aDVD L COMEDY","2020-01-14 16:46:34-06",12,"advdf"
"24","Backdraft 2","","|aDVD B ACTION/ADVENTURE","2020-01-12 16:21:22-06",12,"advdf"
"24","Green book","","|aDVD G DRAMA","2019-12-29 18:00:04-06",12,"advdf"
"24","Godzilla : king of the monsters","","|aDVD G SF/FANTASY","2020-01-20 17:36:18-06",23,"advh "
"24","Brightburn","","|aDVD B HORROR","2020-01-12 12:23:55-06",23,"advh "
"24","The mustang","","|aDVD M DRAMA","2020-01-04 16:42:00-06",12,"advdf"
"24","I'm not here","","|aDVD I DRAMA","2020-01-06 12:27:53-06",12,"advdf"
"24","The last survivors","","|a940.53180922 L","2019-12-20 14:57:06-06",13,"advdn"
"24","Godzilla : king of the monsters","","|aDVD G SF/FANTASY","2020-01-16 17:30:44-06",23,"advh "
"24","Saint Judy","","|aDVD S DRAMA","2019-12-28 12:01:46-06",23,"advh "
"24","The last black man in San Francisco.","","|aDVD L DRAMA","2020-01-22 12:54:23-06",23,"advh "
"24","Mortal kombat 11","","|aPLAYSTATION 4-M","2020-01-09 18:30:21-06",24,"avg  "
"24","Brightburn","","|aBLU-RAY B HORROR","2020-01-17 10:40:04-06",23,"abhp "
"24","The isle","","|aDVD I HORROR","2020-01-22 09:06:52-06",12,"advdf"
"24","Brightburn","","|aBLU-RAY B HORROR","2020-01-05 12:40:05-06",12,"abdf "
"24","The last black man in San Francisco.","","|aDVD L DRAMA","2020-01-17 15:20:56-06",23,"advh "
"24","Deceived.","","|aDVD D HORROR","2020-01-13 17:58:20-06",12,"advdf"
"24","Godzilla : king of the monsters","","|aDVD G SF/FANTASY","2020-01-13 17:29:29-06",23,"advh "
"24","The last black man in San Francisco.","","|aDVD L DRAMA","2020-01-17 18:39:11-06",12,"advdf"
"24","The intruder","","|aDVD I DRAMA","2019-12-27 15:07:11-06",23,"advh "
"24","Mission of honor.","","|aDVD M DRAMA","2020-01-02 13:35:08-06",12,"advdf"
"24","Awaken.","","|aDVD A ACTION/ADVENTURE","2020-01-27 09:43:10-06",12,"advdf"
"24","Missing link","","|aDVD M","2020-01-23 14:31:14-06",40,"jdvh "
"24","SPL Technology Equipment","","|aDell 3400 Chromebook #1","2020-01-30 14:19:28-06",25,"ate  "
"24","Godzilla : king of the monsters","","|aBLU-RAY G SF/FANTASY","2020-01-21 15:18:47-06",12,"abdf "
"24","Godzilla : king of the monsters","","|aBLU-RAY G SF/FANTASY","2020-01-24 15:04:32-06",12,"abdf "
"24","The intruder","","|aBLU-RAY I DRAMA","2020-01-07 18:33:50-06",23,"abhp "
"24","The big short","","|aDVD B DRAMA","2020-01-19 14:50:01-06",12,"advdf"
"24","Deadly class. Season one.","","|aDEA SEASON 1","2019-12-12 16:36:01-06",12,"advv "
"24","The intruder","","|aBLU-RAY I DRAMA","2019-12-29 15:41:46-06",12,"abdf "
"24","The man who killed Don Quixote","","|aBLU-RAY M ACTION/ADVENTURE","2020-01-20 16:36:25-06",12,"abdf "
"24","Echo in the canyon","","|a781.640973 ECH","2020-01-27 12:36:10-06",23,"advh "
"24","S.W.A.T. Season two","","|aSWA SEASON 2","2020-01-17 10:42:17-06",12,"advv "
"24","Godzilla : king of the monsters","","|aBLU-RAY G SF/FANTASY","2020-01-09 18:30:29-06",12,"abdf "
"24","Breakthrough","","|aDVD B DRAMA","2019-12-30 18:33:34-06",23,"advh "
"24","Pokémon Detective Pikachu","","|aBLU-RAY P","2020-01-12 17:10:15-06",38,"jbdf "
"24","Dragon ball super. Part 08.","","|aDRA PART 8","2020-01-12 16:49:00-06",12,"adva "
"24","Breakthrough","","|aBLU-RAY B DRAMA","2020-01-17 19:21:41-06",12,"abdf "
"24","Law & order.","","|aLAW SEASON 8","2020-01-22 11:16:36-06",12,"advv "
"24","The hustle","","|aBLU-RAY H COMEDY","2020-01-22 18:08:01-06",12,"abdf "
"24","Misery","","|aDVD M HORROR","2020-01-10 14:02:08-06",12,"advdf"
"24","LEGO The Incredibles.","","|aNINTENDO SWITCH-L","2020-01-17 15:13:32-06",45,"jvg  "
"24","Missing link","","|aDVD M","2020-01-18 11:32:57-06",38,"jdvdf"
"24","All is true.","","|aDVD A DRAMA","2019-12-17 11:33:20-06",12,"advdf"
"24","Beyond the line","","|aDVD B ACTION/ADVENTURE","2020-01-03 17:00:20-06",12,"advdf"
"24","Runaway romance.","","|aRUN","2019-12-17 15:57:42-06",61,"advv "
"24","Missing link","","|aBLU-RAY M","2020-01-12 16:45:40-06",40,"jbhp "
"24","Godzilla : king of the monsters","","|aBLU-RAY G SF/FANTASY","2020-01-13 18:49:55-06",12,"abdf "
"24","Anna.","","|aDVD A ACTION/ADVENTURE","2020-01-21 17:58:13-06",12,"advdf"
"24","Rocketman","","|aDVD R DRAMA","2020-01-09 13:30:35-06",12,"advdf"
"24","A.I. rising.","","|aDVD A SF/FANTASY","2020-01-15 20:52:52-06",12,"advdf"
"24","The goddesses of food","","|a641.5092 GOD","2019-12-29 16:23:01-06",13,"advdn"
"24","Air strike","","|aDVD A ACTION/ADVENTURE","2020-01-22 13:34:29-06",12,"advdf"
"24","Rocketman","","|aDVD R DRAMA","2020-01-13 13:26:07-06",12,"advdf"
"24","The flavor of green tea over rice","","|aDVD F WORLD (JAPANESE)","2019-12-30 10:09:36-06",12,"advdf"
"24","Woman at war","","|aDVD W WORLD (ICELANDIC)","2020-01-16 18:25:42-06",12,"advdf"
"24","Rocketman","","|aBLU-RAY R DRAMA","2020-01-03 15:26:27-06",12,"abdf "
"24","Wonder Park","","|aBLU-RAY W","2020-01-12 16:04:49-06",38,"jbdf "
"24","Bratz go to Paris : the movie","","|aDVD B","2020-01-10 20:40:49-06",38,"jdvdf"
"24","The dead don't die","","|aDVD D COMEDY","2019-12-27 18:27:30-06",12,"advdf"
"24","Wonder Park","","|aBLU-RAY W","2020-01-22 19:43:26-06",38,"jbdf "
"24","Dumbo","","|aDVD D","2020-01-17 16:30:32-06",38,"jdvdf"
"24","Mia and the white lion : quest for freedom","","|aBLU-RAY M ACTION/ADVENTURE","2020-01-04 13:24:58-06",23,"abhp "
"24","Wonder park","","|aDVD W","2020-01-16 14:56:38-06",40,"jdvh "
"24","Ramen Shop","","|aDVD R WORLD (JAPANESE)","2020-01-18 10:46:09-06",12,"advdf"
"24","Dumbo","","|aDVD D","2020-01-10 11:53:42-06",38,"jdvdf"
"24","Red Joan.","","|aDVD R DRAMA","2020-01-27 10:23:15-06",23,"advh "
"24","The curse of La Llorona","","|aDVD C HORROR","2020-01-11 16:49:22-06",23,"advh "
"24","Red dead redemption II.","","|aPLAYSTATION 4-R","2019-12-15 16:55:07-06",24,"avg  "
"24","Homeland. The complete seventh season.","","|aHOM SEASON 7","2020-01-08 12:55:49-06",12,"advv "
"24","We have always lived in the castle","","|aDVD W HORROR","2019-12-23 13:39:25-06",12,"advdf"
"24","Better call Saul. Season four.","","|aBET SEASON 4","2020-01-22 17:32:14-06",12,"advv "
"24","Changeland","","|aDVD C COMEDY","2020-01-16 12:56:29-06",12,"advdf"
