TotalCheckouts,Title,CallNumber,Author,OwningLibrary,Publisher ,CopyrightDate,datelastborrowed,itype,itemcode
0,"Howell, Michigan, Lakeview Cemetery tombstone inscriptions, sections A-H /",929.509774 L786L,,Carnegie-Special Collections,"Livingston County Historical Society,",1983,9/25/19,SC-BOOK,GENNEW
0,"Inscriptions of Lodi Cemetery, Lodi Township, Washtenaw County, Michigan.",929.509774 W319,"Genealogical Society of Washtenaw County, Michigan.",Carnegie-Special Collections,"Genealogical Society of Washtenaw County, Michigan,",2003,11/4/19,SC-BOOK,SCHBOOK
3,Vow of thieves /,PEAR,"Pearson, Mary (Mary E.),",Rockrimmon Library,"Henry Holt and Company,",2019,1/28/20,TBOOK,TEENFIC
2,Vow of thieves /,PEAR,"Pearson, Mary (Mary E.),",Ruth Holley Library,"Henry Holt and Company,",2019,1/24/20,TBOOK,TEENFIC
0,Vow of thieves /,PEAR,"Pearson, Mary (Mary E.),",Calhan Library,"Henry Holt and Company,",2019,8/13/19,TBOOK,TEENFIC
3,Vow of thieves /,PEAR,"Pearson, Mary (Mary E.),",East Library,"Henry Holt and Company,",2019,1/6/20,TBOOK,TEENFIC
0,"Births, deaths, marriages, wedding anniversaries, August 7, 1914 - December 28, 1916 : (transcribed from the Logan County News, Crescent, OK, starting with Vol. II, #39, Friday, August 7, 1914, through Vol. 14, #8, Thursday, December 28, 1916), Microfilm #168-148 ..., Logan County, Oklahoma /",929.376633 W563B,"Wheeler, Nona.",Carnegie-Special Collections,"Logan County Genealogical Society,",1983,11/4/19,SC-BOOK,GENBOOK
0,"Births, and deaths, some marriages, licenses, divorces, anniversaries : (transcribed from the Logan County News) Logan County, Oklahoma /",929.376633 W563BI V.1,"Wheeler, Nona.",Carnegie-Special Collections,"Logan County Genealogical Society,",1986,11/4/19,SC-BOOK,GENBOOK
0,"Births, and deaths, some marriages, licenses, divorces, anniversaries : (transcribed from the Logan County News) Logan County, Oklahoma /",929.376633 W563BI V.2,"Wheeler, Nona.",Carnegie-Special Collections,"Logan County Genealogical Society,",1986,11/4/19,SC-BOOK,GENBOOK
0,"Antrim County, Michigan headstones /",929.509774 A636,"Marrs, Donna M.",Carnegie-Special Collections,"Gaylord Fact-Finders Genealogical Society,",1999,11/4/19,SC-BOOK,SCHBOOK
0,"The Dutch Fork, a catalog of early land records",ON ORDER,"Nichols, Cart W.",Carnegie-Special Collections,"Dutch Fork Chapter, SCGS, Inc.",0,11/30/19,SC-BOOK,GENBOOK
0,"Birth records of Warren County, Iowa, through 1920 /",929.377782 W287,,Carnegie-Special Collections,"Anundsen Pub. Co.,",1985,12/26/19,SC-BOOK,GENNEW
0,Anamosa 1838-1988 : a reminiscence /,977.763 F514 1988,,Carnegie-Special Collections,"Monticello Express,",1988,10/21/19,SC-BOOK,SCHBOOK
0,"Midland County, Michigan obituary index, 1951-1982 /",929.509774 M629M V.1,,Carnegie-Special Collections,"Midland County Genealogical Society,",2004,11/4/19,SC-BOOK,SCHBOOK
0,"Midland County, Michigan obituary index, 1951-1982 /",929.509774 M629M V.2,,Carnegie-Special Collections,"Midland County Genealogical Society,",2004,11/4/19,SC-BOOK,SCHBOOK
0,"Midland County, Michigan, marriage records /",929.377448 M414,,Carnegie-Special Collections,"Midland Genealogical Society,",2010,11/4/19,SC-BOOK,GENBOOK
0,"Rural cemeteries of Marion and Putnam Townships, Livingston County, Michigan /",929.509774 L786R,"Beal, Bradley W.",Carnegie-Special Collections,"B.W. Beal,",2009,9/25/19,SC-BOOK,GENBOOK
0,"Callaway County, Missouri marriages /",929.377833 W362CA V.9,"Weant, Kenneth E.",Carnegie-Special Collections,"[The Author],",199,11/4/19,SC-BOOK,GENBOOK
0,"Callaway County, Missouri marriages /",929.377833 W362CA V.10A,"Weant, Kenneth E.",Carnegie-Special Collections,"[The Author],",199,11/4/19,SC-BOOK,GENBOOK
0,"Callaway County, Missouri : ... deaths reported in & chronological index to selected articles from the Fulton Telegraph & Gazette newspapers /",929.377833 W362CAL V.2A,"Weant, Kenneth.",Carnegie-Special Collections,"K.E. Weant,",1996,11/4/19,SC-BOOK,GENBOOK
0,"Callaway County, Missouri : ... deaths reported in & chronological index to selected articles from the Fulton Telegraph & Gazette newspapers /",929.377833 W362CAL V.1A,"Weant, Kenneth.",Carnegie-Special Collections,"K.E. Weant,",1996,11/4/19,SC-BOOK,GENBOOK
1,The cost-effective life of Beno Bigelo : a novel /,MORR,"Morrison, James.",East Library,"CreateSpace,",2018,1/11/20,BOOK,NEW
1,The cost-effective life of Beno Bigelo : a novel /,MORR,"Morrison, James.",East Library,"CreateSpace,",2018,1/28/20,BOOK,NEW
0,Powerless /,FIEL,"Fields, Sarah Anne.",Monument Library,"CreateSpace,",2019,7/26/19,BOOK,NEW
1,The gone dead a novel /,BENZ 7-DISCS,"Benz, Chanelle,",High Prairie Library,"Harper Audio, Harper Collins Publishers,",2019,9/24/19,CDBOOK,CDBOOK
2,The gone dead a novel /,BENZ 7-DISCS,"Benz, Chanelle,",Library 21c,"Harper Audio, Harper Collins Publishers,",2019,2/3/20,CDBOOK,CDBOOK
2,The gone dead a novel /,BENZ 7-DISCS,"Benz, Chanelle,",Mobile Libraries,"Harper Audio, Harper Collins Publishers,",2019,1/13/20,CDBOOK,CDBOOK
3,The gone dead a novel /,BENZ 7-DISCS,"Benz, Chanelle,",Mobile Libraries,"Harper Audio, Harper Collins Publishers,",2019,10/16/19,CDBOOK,CDBOOK
3,"To the future, Ben Franklin!",OSBO 1-DISC,"Osborne, Mary Pope.",Mobile Libraries,"Random House, Inc., Listening Library,",2019,11/16/19,JCDBOOK,JCDBOOK
3,"To the future, Ben Franklin!",OSBO 1-DISC,"Osborne, Mary Pope.",Rockrimmon Library,"Random House, Inc., Listening Library,",2019,1/29/20,JCDBOOK,JCDBOOK
4,"To the future, Ben Franklin!",OSBO 1-DISC,"Osborne, Mary Pope.",Rockrimmon Library,"Random House, Inc., Listening Library,",2019,2/1/20,JCDBOOK,JCDBOOK
4,"To the future, Ben Franklin!",OSBO 1-DISC,"Osborne, Mary Pope.",Old Colorado City Library,"Random House, Inc., Listening Library,",2019,1/12/20,JCDBOOK,JCDBOOK
1,"To the future, Ben Franklin!",OSBO 1-DISC,"Osborne, Mary Pope.",Sand Creek Library,"Random House, Inc., Listening Library,",2019,1/17/20,JCDBOOK,JCDBOOK
4,"To the future, Ben Franklin!",OSBO 1-DISC,"Osborne, Mary Pope.",Monument Library,"Random House, Inc., Listening Library,",2019,1/30/20,JCDBOOK,JCDBOOK
6,"To the future, Ben Franklin!",OSBO 1-DISC,"Osborne, Mary Pope.",Penrose Library,"Random House, Inc., Listening Library,",2019,1/25/20,JCDBOOK,JCDBOOK
4,"To the future, Ben Franklin!",OSBO 1-DISC,"Osborne, Mary Pope.",Penrose Library,"Random House, Inc., Listening Library,",2019,2/2/20,JCDBOOK,JCDBOOK
1,Mexico City blues /,811.54 KERO,"Kerouac, Jack.",Distribution Facility,"Great Britain,",2019,1/20/20,BOOK,NEW
1,Mexico City blues /,811.54 KERO,"Kerouac, Jack.",Mobile Libraries,"Great Britain,",2019,1/19/20,BOOK,NEW
3,Lord John and the private matter /,GABA,"Gabaldon, Diana.",Penrose Library,"Delta Trade Paperbacks,",2004,1/17/20,BOOK,FICTION
5,Lord John and the private matter /,GABA,"Gabaldon, Diana.",East Library,"Delta Trade Paperbacks,",2004,1/26/20,BOOK,FICTION
3,Lord John and the private matter /,GABA,"Gabaldon, Diana.",Cheyenne Mountain Library,"Delta Trade Paperbacks,",2004,1/21/20,BOOK,FICTION
4,Midnight Bayou /,ROBE,"Roberts, Nora.",Penrose Library,"Jove Books,",2002,1/16/20,BOOK,FICTION
4,Midnight Bayou /,ROBE,"Roberts, Nora.",East Library,"Jove Books,",2002,1/27/20,BOOK,FICTION
6,Midnight Bayou /,ROBE,"Roberts, Nora.",East Library,"Jove Books,",2002,12/1/19,BOOK,FICTION
4,Midnight Bayou /,ROBE,"Roberts, Nora.",East Library,"Jove Books,",2002,1/31/20,BOOK,FICTION
1,Jean and Johnny /,CLEA,"Cleary, Beverly.",Library 21c,"HarperTrophy,",2007,12/15/19,TBOOK,TEENFIC
1,Jean and Johnny /,CLEA,"Cleary, Beverly.",Library 21c,"HarperTrophy,",2007,10/26/19,TBOOK,TEENFIC
1,Jean and Johnny /,CLEA,"Cleary, Beverly.",Library 21c,"HarperTrophy,",2007,11/10/19,TBOOK,TEENFIC
1,Jean and Johnny /,CLEA,"Cleary, Beverly.",Palmer Lake Library,"HarperTrophy,",2007,9/9/19,TBOOK,TEENFIC
3,Ulysses,JOYC 24-DISCS,"Joyce, James,",East Library,"Blackstone Audio, Inc.,",2010,1/31/20,CDBOOK,CDBOOK
3,Ulysses,JOYC 24-DISCS,"Joyce, James,",East Library,"Blackstone Audio, Inc.,",2010,2/4/20,CDBOOK,CDBOOK
5,The illustrated book of heraldry : an international history of heraldry and its contemporary uses /,929.6 SLAT,"Slater, Stephen.",Distribution Facility,"Lorenz Books,",2013,1/18/20,BOOK,NONFIC
5,The illustrated book of heraldry : an international history of heraldry and its contemporary uses /,929.6 SLAT,"Slater, Stephen.",East Library,"Lorenz Books,",2013,1/29/20,BOOK,NONFIC
3,Israel /,956.94 GERI 2018,"Geri, Jeffrey,",East Library,"Kuperard,",2018,12/3/19,BOOK,NEW
2,Israel /,956.94 GERI 2018,"Geri, Jeffrey,",Library 21c,"Kuperard,",2018,1/12/20,BOOK,NEW
0,"Brown girl, brownstones /",MARS,"Marshall, Paule,",High Prairie Library,"Feminist Press at the City University of New York,",2006,8/15/19,BOOK,FICTION
2,"Brown girl, brownstones /",MARS,"Marshall, Paule,",Rockrimmon Library,"Feminist Press at the City University of New York,",2006,2/3/20,BOOK,FICTION
1,Buddenbrooks : the decline of a family /,MANN,"Mann, Thomas,",Ruth Holley Library,"Vintage International,",1994,10/1/19,BOOK,FICTION
1,Buddenbrooks : the decline of a family /,MANN,"Mann, Thomas,",East Library,"Vintage International,",1994,1/15/20,BOOK,FICTION
0,The collected stories /,PUSH,"Pushkin, Aleksandr Sergeevich,",East Library,"Alfred A. Knopf,",1999,8/12/19,BOOK,FICTION
1,The collected stories /,PUSH,"Pushkin, Aleksandr Sergeevich,",Old Colorado City Library,"Alfred A. Knopf,",1999,11/30/19,BOOK,FICTION
2,Demons /,DOST,"Dostoyevsky, Fyodor,",Library 21c,"Knopf,",2000,2/1/20,BOOK,FICTION
1,Demons /,DOST,"Dostoyevsky, Fyodor,",East Library,"Knopf,",2000,1/2/20,BOOK,FICTION
0,Doctor Faustus /,MANN,"Mann, Thomas,",East Library,"Distributed by Random House,",1992,8/12/19,BOOK,FICTION
0,Doctor Faustus /,MANN,"Mann, Thomas,",East Library,Knopf :,1992,8/12/19,BOOK,FICTION
1,Doctor Faustus /,MANN,"Mann, Thomas,",East Library,"Distributed by Random House,",1992,8/15/19,BOOK,FICTION
1,Doctor Faustus /,MANN,"Mann, Thomas,",East Library,Knopf :,1992,8/15/19,BOOK,FICTION
0,The four feathers /,MASO,"Mason, A. E. W. (Alfred Edward Woodley),",Library 21c,"Penguin Books,",2001,8/12/19,BOOK,FICTION
0,The four feathers /,MASO,"Mason, A. E. W. (Alfred Edward Woodley),",East Library,"Penguin Books,",2001,8/12/19,BOOK,FICTION
1,Girls at war and other stories /,ACHE,"Achebe, Chinua.",Penrose Library,"Anchor Books,",1991,10/9/19,BOOK,FICTION
1,Girls at war and other stories /,ACHE,"Achebe, Chinua.",East Library,"Anchor Books,",1991,11/5/19,BOOK,FICTION
2,The human factor /,GREE,"Greene, Graham,",Old Colorado City Library,"Penguin Books,",2008,9/30/19,BOOK,FICTION
3,The human factor /,GREE,"Greene, Graham,",Library 21c,"Penguin Books,",2008,12/29/19,BOOK,FICTION
0,The member of the wedding /,MCCU,"McCullers, Carson,",Sand Creek Library,"Houghton Mifflin,",2004,8/15/19,BOOK,FICTION
2,The member of the wedding /,MCCU,"McCullers, Carson,",Calhan Library,"Houghton Mifflin,",2004,12/17/19,BOOK,FICTION
2,The old curiosity shop /,DICK,"Dickens, Charles,",East Library,"Distributed by Random House,",1995,10/24/19,BOOK,FICTION
2,The old curiosity shop /,DICK,"Dickens, Charles,",East Library,Knopf :,1995,10/24/19,BOOK,FICTION
3,The old curiosity shop /,DICK,"Dickens, Charles,",East Library,"Distributed by Random House,",1995,1/29/20,BOOK,FICTION
3,The old curiosity shop /,DICK,"Dickens, Charles,",East Library,Knopf :,1995,1/29/20,BOOK,FICTION
1,The old curiosity shop /,DICK,"Dickens, Charles,",Penrose Library,"Distributed by Random House,",1995,1/15/20,BOOK,FICTION
1,The old curiosity shop /,DICK,"Dickens, Charles,",Penrose Library,Knopf :,1995,1/15/20,BOOK,FICTION
0,Old Goriot /,BALZ,"Balzac, Honoré de,",Library 21c,"Distributed by Random House,",1991,8/12/19,BOOK,FICTION
0,Old Goriot /,BALZ,"Balzac, Honoré de,",Library 21c,Knopf :,1991,8/12/19,BOOK,FICTION
1,Old Goriot /,BALZ,"Balzac, Honoré de,",Rockrimmon Library,"Distributed by Random House,",1991,1/17/20,BOOK,FICTION
1,Old Goriot /,BALZ,"Balzac, Honoré de,",Rockrimmon Library,Knopf :,1991,1/17/20,BOOK,FICTION
1,On the beach /,SHUT,"Shute, Nevil,",Old Colorado City Library,"Vintage International,",2010,10/2/19,BOOK,FICTION
2,On the beach /,SHUT,"Shute, Nevil,",Penrose Library,"Vintage International,",2010,1/24/20,BOOK,FICTION
2,The prime of Miss Jean Brodie ; The girls of slender means ; The driver's seat ; The only problem /,SPAR,"Spark, Muriel.",East Library,"Distributed by Random House,",2004,12/18/19,BOOK,FICTION
2,The prime of Miss Jean Brodie ; The girls of slender means ; The driver's seat ; The only problem /,SPAR,"Spark, Muriel.",East Library,Everyman's Library :,2004,12/18/19,BOOK,FICTION
2,The prime of Miss Jean Brodie ; The girls of slender means ; The driver's seat ; The only problem /,SPAR,"Spark, Muriel.",East Library,"Distributed by Random House,",2004,12/26/19,BOOK,FICTION
2,The prime of Miss Jean Brodie ; The girls of slender means ; The driver's seat ; The only problem /,SPAR,"Spark, Muriel.",East Library,Everyman's Library :,2004,12/26/19,BOOK,FICTION
2,The prime of Miss Jean Brodie ; The girls of slender means ; The driver's seat ; The only problem /,SPAR,"Spark, Muriel.",Cheyenne Mountain Library,"Distributed by Random House,",2004,1/17/20,BOOK,FICTION
2,The prime of Miss Jean Brodie ; The girls of slender means ; The driver's seat ; The only problem /,SPAR,"Spark, Muriel.",Cheyenne Mountain Library,Everyman's Library :,2004,1/17/20,BOOK,FICTION
0,Sherwood Anderson : collected stories /,ANDE,"Anderson, Sherwood,",East Library,"Distributed to the trade in the U.S. by Penguin Group (USA),",2012,8/13/19,BOOK,FICTION
0,Sherwood Anderson : collected stories /,ANDE,"Anderson, Sherwood,",East Library,Library of America :,2012,8/13/19,BOOK,FICTION
0,Sherwood Anderson : collected stories /,ANDE,"Anderson, Sherwood,",Old Colorado City Library,"Distributed to the trade in the U.S. by Penguin Group (USA),",2012,8/13/19,BOOK,FICTION
0,Sherwood Anderson : collected stories /,ANDE,"Anderson, Sherwood,",Old Colorado City Library,Library of America :,2012,8/13/19,BOOK,FICTION
1,The tenth man /,GREE,"Greene, Graham,",Monument Library,"Washington Square Press,",1998,10/22/19,BOOK,FICTION
2,The tenth man /,GREE,"Greene, Graham,",East Library,"Washington Square Press,",1998,1/14/20,BOOK,FICTION
1,Victory : an island tale /,CONR,"Conrad, Joseph,",Library 21c,A.A. Knopf :,1998,12/22/19,BOOK,FICTION
1,Victory : an island tale /,CONR,"Conrad, Joseph,",Library 21c,"Distributed by Random House,",1998,12/22/19,BOOK,FICTION
1,Victory : an island tale /,CONR,"Conrad, Joseph,",East Library,A.A. Knopf :,1998,10/22/19,BOOK,FICTION
1,Victory : an island tale /,CONR,"Conrad, Joseph,",East Library,"Distributed by Random House,",1998,10/22/19,BOOK,FICTION
1,The wedding /,WEST,"West, Dorothy,",Cheyenne Mountain Library,"Anchor Books,",1996,9/10/19,BOOK,FICTION
1,The wedding /,WEST,"West, Dorothy,",Monument Library,"Anchor Books,",1996,10/30/19,BOOK,FICTION
2,Welcome to the monkey house : a collection of short works /,VONN,"Vonnegut, Kurt.",East Library,"Dial Press Trade Paperbacks,",2006,11/12/19,BOOK,FICTION
3,Welcome to the monkey house : a collection of short works /,VONN,"Vonnegut, Kurt.",Penrose Library,"Dial Press Trade Paperbacks,",2006,1/23/20,BOOK,FICTION
1,The adolescent /,DOST,"Dostoyevsky, Fyodor,",East Library,"Vintage,",2003,9/16/19,BOOK,FICTION
1,The adolescent /,DOST,"Dostoyevsky, Fyodor,",Rockrimmon Library,"Vintage,",2003,10/31/19,BOOK,FICTION
1,The autobiography of Miss Jane Pittman /,GAIN,"Gaines, Ernest J.,",East Library,"Bantam Dell,",2009,11/12/19,BOOK,FICTION
0,The autobiography of Miss Jane Pittman /,GAIN,"Gaines, Ernest J.,",Penrose Library,"Bantam Dell,",2009,8/12/19,BOOK,FICTION
1,The autobiography of Miss Jane Pittman /,GAIN,"Gaines, Ernest J.,",Penrose Library,"Bantam Dell,",2009,12/30/19,BOOK,FICTION
0,Barnaby Rudge : a tale of the riots of 'eighty /,DICK,"Dickens, Charles,",Library 21c,"Penguin Books,",2003,8/12/19,BOOK,FICTION
0,Barnaby Rudge : a tale of the riots of 'eighty /,DICK,"Dickens, Charles,",East Library,"Penguin Books,",2003,8/12/19,BOOK,FICTION
0,Barnaby Rudge : a tale of the riots of 'eighty /,DICK,"Dickens, Charles,",Penrose Library,"Penguin Books,",2003,8/12/19,BOOK,FICTION
3,Collected stories /,GARC,"García Márquez, Gabriel,",East Library,"Harper Collins Pub.,",1999,12/25/19,BOOK,FICTION
0,Collected stories /,GARC,"García Márquez, Gabriel,",Penrose Library,"Harper Collins Pub.,",1999,8/14/19,BOOK,FICTION
0,Collected stories /,GARC,"García Márquez, Gabriel,",Library 21c,"Harper Collins Pub.,",1999,8/14/19,BOOK,FICTION
1,A disgraceful affair /,DOST,"Dostoyevsky, Fyodor,",Library 21c,HarperCollins ;,2009,9/30/19,BOOK,FICTION
1,A disgraceful affair /,DOST,"Dostoyevsky, Fyodor,",Library 21c,"Publishers Group UK [distributor],",2009,9/30/19,BOOK,FICTION
1,A disgraceful affair /,DOST,"Dostoyevsky, Fyodor,",High Prairie Library,HarperCollins ;,2009,10/5/19,BOOK,FICTION
1,A disgraceful affair /,DOST,"Dostoyevsky, Fyodor,",High Prairie Library,"Publishers Group UK [distributor],",2009,10/5/19,BOOK,FICTION
1,The Europeans : a sketch /,JAME,"James, Henry,",Library 21c,"Penguin,",2008,9/25/19,BOOK,FICTION
0,The Europeans : a sketch /,JAME,"James, Henry,",East Library,"Penguin,",2008,8/12/19,BOOK,FICTION
1,Family happiness : stories /,TOLS,"Tolstoy, Leo,",Library 21c,"HarperPerennial,",2009,1/26/20,BOOK,FICTION
2,Family happiness : stories /,TOLS,"Tolstoy, Leo,",Manitou Springs Library,"HarperPerennial,",2009,1/29/20,BOOK,FICTION
1,"Go down, Moses /",FAUL,"Faulkner, William,",Library 21c,"Vintage Books,",1990,12/28/19,BOOK,FICTION
2,"Go down, Moses /",FAUL,"Faulkner, William,",Library 21c,"Vintage Books,",1990,1/21/20,BOOK,FICTION
2,Intruder in the dust /,FAUL,"Faulkner, William,",East Library,"Vintage Books,",1991,1/28/20,BOOK,FICTION
1,Intruder in the dust /,FAUL,"Faulkner, William,",Library 21c,"Vintage Books,",1991,10/11/19,BOOK,FICTION
0,"The lost world : being an account of the recent amazing adventures of Professor George E. Challenger, Lord John Roxton, Professor Summerlee, and Mr. E.D. Malone of the ""Daily-Gazette"" /",DOYL,"Doyle, Arthur Conan,",East Library,"Modern Library,",2003,8/14/19,BOOK,FICTION
0,"The lost world : being an account of the recent amazing adventures of Professor George E. Challenger, Lord John Roxton, Professor Summerlee, and Mr. E.D. Malone of the ""Daily-Gazette"" /",DOYL,"Doyle, Arthur Conan,",Library 21c,"Modern Library,",2003,8/14/19,BOOK,FICTION
0,"The lost world : being an account of the recent amazing adventures of Professor George E. Challenger, Lord John Roxton, Professor Summerlee, and Mr. E.D. Malone of the ""Daily-Gazette"" /",DOYL,"Doyle, Arthur Conan,",Sand Creek Library,"Modern Library,",2003,1/1/00,BOOK,FICTION
0,The model millionaire : stories /,WILD,"Wilde, Oscar,",Library 21c,"HarperCollins,",2009,8/12/19,BOOK,FICTION
1,The model millionaire : stories /,WILD,"Wilde, Oscar,",East Library,"HarperCollins,",2009,11/24/19,BOOK,FICTION
1,The Ox-Bow incident /,CLAR,"Clark, Walter Van Tilburg,",Fountain Library,"Modern Library,",2001,12/25/19,BOOK,FICTION
0,The Ox-Bow incident /,CLAR,"Clark, Walter Van Tilburg,",Cheyenne Mountain Library,"Modern Library,",2001,8/15/19,BOOK,FICTION
1,The prime minister /,TROL,"Trollope, Anthony,",Library 21c,"Penguin Books,",1994,12/27/19,BOOK,FICTION
1,The prime minister /,TROL,"Trollope, Anthony,",Library 21c,"Penguin Books,",1994,12/19/19,BOOK,FICTION
0,The professor's house /,CATH,"Cather, Willa,",Library 21c,"Vintage Books,",1990,8/14/19,BOOK,FICTION
0,The professor's house /,CATH,"Cather, Willa,",Rockrimmon Library,"Vintage Books,",1990,8/14/19,BOOK,FICTION
0,The return of the native /,HARD,"Hardy, Thomas,",Library 21c,"Penguin Books,",1999,8/12/19,BOOK,FICTION
0,The return of the native /,HARD,"Hardy, Thomas,",Monument Library,"Penguin Books,",1999,8/12/19,BOOK,FICTION
1,The return of the native /,HARD,"Hardy, Thomas,",East Library,"Penguin Books,",1999,10/18/19,BOOK,FICTION
1,The return of the native /,HARD,"Hardy, Thomas,",East Library,"Penguin Books,",1999,11/20/19,BOOK,FICTION
0,The secret agent : a simple tale /,CONR,"Conrad, Joseph,",Library 21c,"Penguin,",2007,8/12/19,BOOK,FICTION
2,The secret agent : a simple tale /,CONR,"Conrad, Joseph,",High Prairie Library,"Penguin,",2007,11/29/19,BOOK,FICTION
0,Tambourines to glory : a novel /,HUGH,"Hughes, Langston,",Library 21c,"Harlem Moon,",2006,8/12/19,BOOK,FICTION
0,Tambourines to glory : a novel /,HUGH,"Hughes, Langston,",East Library,"Harlem Moon,",2006,8/12/19,BOOK,FICTION
0,Tobacco road /,CALD,"Caldwell, Erskine,",Library 21c,"University of Georgia Press,",1995,8/12/19,BOOK,FICTION
1,Tobacco road /,CALD,"Caldwell, Erskine,",East Library,"University of Georgia Press,",1995,1/16/20,BOOK,FICTION
0,"The history of Tom Jones, a foundling /",FIEL,"Fielding, Henry,",Library 21c,"Modern Library,",2002,8/12/19,BOOK,FICTION
1,"The history of Tom Jones, a foundling /",FIEL,"Fielding, Henry,",Penrose Library,"Modern Library,",2002,12/18/19,BOOK,FICTION
2,The unvanquished : the corrected text /,FAUL,"Faulkner, William,",East Library,"Vintage Books,",1991,1/11/20,BOOK,FICTION
0,The unvanquished : the corrected text /,FAUL,"Faulkner, William,",Library 21c,"Vintage Books,",1991,8/14/19,BOOK,FICTION
2,The ways of white folks /,HUGH,"Hughes, Langston,",East Library,"Vintage Books,",1990,1/2/20,BOOK,FICTION
1,The ways of white folks /,HUGH,"Hughes, Langston,",Sand Creek Library,"Vintage Books,",1990,1/11/20,BOOK,FICTION
1,The women of Brewster Place /,NAYL,"Naylor, Gloria.",Library 21c,"Penguin Books,",1983,11/21/19,BOOK,FICTION
1,The women of Brewster Place /,NAYL,"Naylor, Gloria.",Manitou Springs Library,"Penguin Books,",1983,11/26/19,BOOK,FICTION
1,The women of Brewster Place /,NAYL,"Naylor, Gloria.",East Library,"Penguin Books,",1983,1/5/20,BOOK,FICTION
2,"The decameron [or, Ten days' entertainment] /",BOCC 24-DISCS,"Boccaccio, Giovanni,",Library 21c,"Blackstone Audio Inc.,",2009,11/18/19,CDBOOK,CDBOOK
4,"The decameron [or, Ten days' entertainment] /",BOCC 24-DISCS,"Boccaccio, Giovanni,",East Library,"Blackstone Audio Inc.,",2009,1/8/20,CDBOOK,CDBOOK
3,Stranger in a strange land,HEIN 1-DEVICE,"Heinlein, Robert A. (Robert Anson),",Cheyenne Mountain Library,"Findaway World, LLC,",2008,1/18/20,PLAYER,BKPLAYER
0,Stranger in a strange land,HEIN 1-DEVICE,"Heinlein, Robert A. (Robert Anson),",Calhan Library,"Findaway World, LLC,",2008,8/28/19,PLAYER,BKPLAYER
3,Say hola to Spanish /,468.1 ELYA,"Elya, Susan Middleton,",East Library,"Lee & Low Books,",1996,12/22/19,JBOOK,J
1,Say hola to Spanish /,468.1 ELYA,"Elya, Susan Middleton,",Penrose Library,"Lee & Low Books,",1996,1/15/20,JBOOK,J
2,Say hola to Spanish /,468.1 ELYA,"Elya, Susan Middleton,",Penrose Library,"Lee & Low Books,",1996,11/6/19,JBOOK,J
2,Say hola to Spanish /,468.1 ELYA,"Elya, Susan Middleton,",Library 21c,"Lee & Low Books,",1996,10/31/19,JBOOK,J
2,All quiet on the western front,REMA 1-DEVICE,"Remarque, Erich Maria,",East Library,"[Distributed exclusively by] Recorded Books, LLC :",2008,11/20/19,PLAYER,BKPLAYER
2,All quiet on the western front,REMA 1-DEVICE,"Remarque, Erich Maria,",East Library,"[Manufactured by] Findaway World, LLC,",2008,11/20/19,PLAYER,BKPLAYER
2,All quiet on the western front,REMA 1-DEVICE,"Remarque, Erich Maria,",East Library,Playaway Digital Audio ;,2008,11/20/19,PLAYER,BKPLAYER
4,All quiet on the western front,REMA 1-DEVICE,"Remarque, Erich Maria,",East Library,"[Distributed exclusively by] Recorded Books, LLC :",2008,12/2/19,PLAYER,BKPLAYER
4,All quiet on the western front,REMA 1-DEVICE,"Remarque, Erich Maria,",East Library,"[Manufactured by] Findaway World, LLC,",2008,12/2/19,PLAYER,BKPLAYER
4,All quiet on the western front,REMA 1-DEVICE,"Remarque, Erich Maria,",East Library,Playaway Digital Audio ;,2008,12/2/19,PLAYER,BKPLAYER
1,Anna Karenina,TOLS 1-DEVICE,"Tolstoy, Leo,",Sand Creek Library,"[Distributed exclusively by] Recorded Books, LLC :",2010,10/1/19,PLAYER,BKPLAYER
1,Anna Karenina,TOLS 1-DEVICE,"Tolstoy, Leo,",Sand Creek Library,"[Manufactured by] Findaway World, LLC,",2010,10/1/19,PLAYER,BKPLAYER
1,Anna Karenina,TOLS 1-DEVICE,"Tolstoy, Leo,",Sand Creek Library,Playaway Digital Audio ;,2010,10/1/19,PLAYER,BKPLAYER
5,Anna Karenina,TOLS 1-DEVICE,"Tolstoy, Leo,",Sand Creek Library,"[Distributed exclusively by] Recorded Books, LLC :",2010,2/3/20,PLAYER,BKPLAYER
5,Anna Karenina,TOLS 1-DEVICE,"Tolstoy, Leo,",Sand Creek Library,"[Manufactured by] Findaway World, LLC,",2010,2/3/20,PLAYER,BKPLAYER
5,Anna Karenina,TOLS 1-DEVICE,"Tolstoy, Leo,",Sand Creek Library,Playaway Digital Audio ;,2010,2/3/20,PLAYER,BKPLAYER
1,Anna Karenina,TOLS 1-DEVICE,"Tolstoy, Leo,",Library 21c,"[Distributed exclusively by] Recorded Books, LLC :",2010,1/22/20,PLAYER,BKPLAYER
1,Anna Karenina,TOLS 1-DEVICE,"Tolstoy, Leo,",Library 21c,"[Manufactured by] Findaway World, LLC,",2010,1/22/20,PLAYER,BKPLAYER
1,Anna Karenina,TOLS 1-DEVICE,"Tolstoy, Leo,",Library 21c,Playaway Digital Audio ;,2010,1/22/20,PLAYER,BKPLAYER
0,Black boy (American hunger) /,928.1 WRIG 1-DEVICE,"Wright, Richard,",Rockrimmon Library,"[Distributed exclusively by] Recorded Books, LLC :",2008,8/14/19,PLAYER,BKPLAYER
